# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE201601|spatial|Homo sapiens|10|GSE201601_CAF_Expression.txt.gz(652KB), GSE201601_CFPAC_AllSamples_Genes_FPKM.txt.gz(3MB)|cancer,immunology|Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment|Neuropathy feature more frequently PDAC other tumors most prevalent peripheral nerves migrate toward poor prognosis unveil effects neuro-stroma niche single-cell RNA-sequencing microarray-based|
GSE232910|spatial|Homo sapiens; Mus musculus|19|GSE232910_RAW.tar(4.6GB)|neuroscience,metabolism,aging,cell_stress|Spatial Multimodal Analysis: MALDI-MSI and Spatial Transcriptomics within the same tissue section|present approach merges expands capabilities independently performedin situassays single combines histology mass spectrometry imaging facilitate precise measurements mRNA transcripts low-molecular|
GSE230282|spatial|Homo sapiens|1|GSE230282_RAW.tar(130MB)||Spatial transcriptomics of de novo NEPC and ARPC|analyze report differences gene expression techniques Visium CytAssist 10x genomics|
GSE206552|spatial|Homo sapiens|4|GSE206552_RAW.tar(100MB)|cancer,metabolism,aging,liver|Spatial resolution of cellular senescence dynamics in colorectal liver metastasis|Heterogeneity senescent cancer cells dissected Transcriptomic human CRLM|
GSE184510|spatial|Homo sapiens|8|GSE184510_P1_ON1_A-P2_ON1_B_lib3_4_Visium.csv.gz(272B), GSE184510_P1_ON2_A-P2_ON2_B_lib1_2_Visium.csv.gz(241B), GSE184510_P3_TN1_A-P4_TN1_B_lib1_2_Visium.csv.gz(229B), GSE184510_P3_TN2_A-P4_TN2_B_lib3_4_Visium.csv.gz(228B), GSE184510_RAW.tar(356MB), GSE184510_Sequencing_metrics.csv.gz(2KB)||Spatial transcriptomics: The effect of consecutive slices data integration on accurate cell type annotation and clustering|10X Genomics Visium Gene Expression resolution distinguishing neighboring cells improved single-cell/single-nuclei profiles Besides depending tissue nuclei size vary extent exceed thickness|
GSE225475|spatial|Homo sapiens|6|GSE225475_RAW.tar(119MB)|immunology,infectious_disease,skin,cell_stress|Single Cell and Spatial Sequencing Define Processes by which Keratinocytes and Fibroblasts Amplify Inflammatory Responses in Psoriasis|immunopathogenesis common chronic disease skin incompletely understood combination RNA IL-36 dependent amplification IL-17A TNF absence neutrophil proteases primarily occurred within supraspinous|
GSE201687|spatial|Macaca fascicularis|30|GSE201687_RAW.tar(1.5GB)|neuroscience|Single-nucleus spatial transcriptomic RNA-seq in the  dlPFC of macaque|high-throughput snRNA-seq dorsolateral prefrontal cortex BA9 tissue Macaca fascicularis identify cell-type specific differentially expressed genes macaques include depressive-like healthy control|
GSE218537|spatial|Mus musculus|2|GSE218537_RAW.tar(43MB)|neuroscience,signal_transduction|Probing pathways by which rhynchophylline modifies sleep using spatial transcriptomics (additional files)|effects mouse brain transcriptome More precisely injected male female mice intraperitoneally either saline NaCl Zeitgeber time referring hour light onset ZT0 ZT11 Brains sampled ZT4 ZT14 immediately|
GSE217058|spatial|Mus musculus|8|GSE217058_RAW.tar(157MB)|neuroscience,signal_transduction|Probing pathways by which rhynchophylline modifies sleep using spatial transcriptomics|effects mouse brain transcriptome More precisely injected male female mice intraperitoneally either saline NaCl Zeitgeber time referring hour light onset ZT0 ZT11 Brains sampled ZT4 ZT14 immediately|
GSE206306|spatial|Homo sapiens|7|GSE206306_RAW.tar(1.4GB)|immunology,infectious_disease,kidney|A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease|causes morbidity increases health care utilization pathogenesis incompletely understood due part poor characterization cellular molecular makeup alteration work characterize renal calcium oxalate|
GSE185022|spatial|Homo sapiens|12|GSE185022_analysis1.star.deseq_results.tsv.gz(2MB), GSE185022_deseq_normalized_counts.tsv.gz(785KB), GSE185022_RAW.tar(220MB)|crispr_gene_editing|Optogenetic perturbations of RNA expression in tissue space|Quantifying example spatial transcriptomics essential describing biology cells interactions complex tissues experiments single-cell resolution conditional time necessary dissecting molecular aim|
GSE229956|spatial|Homo sapiens|2|GSE229956_cell_barcode.csv.gz(117B), GSE229956_UMI_count.csv.gz(519KB)|neuroscience,development,metabolism,skin|Biallelic null variants in PNPLA8 cause microcephaly through the reduced abundance of basal radial gliaナカセンセイキニュウ|one calcium-independent phospholipase enzymes various physiological conditions maintenance membrane phospholipids little brain development report individuals unrelated families ultra-rare presenting|
GSE230207|spatial|Homo sapiens|4|GSE230207_RAW.tar(150MB)|cancer,immunology|Spatial single cell analysis of tumor microenvironment remodeling pattern in primary central nervous system lymphoma|determine overall TME characteristics transition PCNSL transcriptomics matched corresponding single-cell sequencing patients cells achieve immune pressure-sensing choose reshape barrier cold|
GSE228596|spatial|Mus musculus|1|GSE228596_RAW.tar(33MB)|immunology,metabolism,fibrosis_wound,drug_response,microbiology,cell_stress,liver|CCL24 regulates biliary inflammation and fibrosis in primary sclerosing cholangitis|profibrotic proinflammatory chemokine expressed several chronic fibrotic diseases liver plays blocking led reduced injury experimental models studied PSC evaluated potential therapeutic effect|
GSE230644|spatial|synthetic construct; Mus musculus|179|GSE230644_Liver_Spatial_Norm_counts.xlsx(12MB), GSE230644_Liver_spatial_unnormalised_counts.xlsx(19MB)|metabolism,liver|Spatial Transcriptomics of Liver tissue with Bcatenin exon3 genetic mutations.|expression profiled different regions mouse either exon3/Myc noted time points|
GSE230780|spatial|Gallus gallus|6|GSE230780_RAW.tar(1.3GB)||Cell-Type Profiling of the Sympathetic Nervous System Using Spatial Transcriptomics and Spatial Mapping of mRNA|SuperSeries composed SubSeries listed|
GSE230776|spatial|Gallus gallus|1|GSE230776_RAW.tar(198MB)|neuroscience,development|Cell-Type Profiling of the Sympathetic Nervous System Using Spatial Transcriptomics and Spatial Mapping of mRNA [Slide-seq]|Background molecular identification neural progenitor populations connect establish SNS due technical limitations acquisition information tissue architecture address applied intact fresh frozen chick|
GSE230772|spatial|Gallus gallus|1|GSE230772_RAW.tar(627MB)|neuroscience,development|Cell-Type Profiling of the Sympathetic Nervous System Using Spatial Transcriptomics and Spatial Mapping of mRNA [RNA-seq]|Background molecular identification neural progenitor populations connect establish SNS due technical limitations acquisition information tissue architecture address applied Slide-seq intact fresh|
GSE224838|spatial|Mus musculus|83|GSE224838_ExpData.csv.gz(40KB), GSE224838_Mm_R_NGS_WTA_v1.0.pkc.gz(2MB), GSE224838_RAW.tar(2MB)|immunology,development,cardiovascular,skeletal_muscle,hematopoiesis,liver|Spatial transcriptomics of murine bone marrow megakaryocytes at single-cell resolution|resident cells derive hematopoietic stem pivotal generation platelets release long protrusions called proplatelets sinusoidal vessels RNA-sequencing previously transcriptional heterogeneity|
GSE227238|spatial|Mus musculus|3|GSE227238_RAW.tar(98MB)|cardiovascular,cell_stress|Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury|extensively treat cardiovascular diseases China four decades clinical efficacy widely approved achieved largely unexplored Research attempting understand ongoing findings controversial aimed explore|
GSE226826|spatial|Arabidopsis thaliana|36|GSE226826_AvrRpm1_24h_peak.rds.gz(106MB), GSE226826_AvrRpm1_4h_peak.rds.gz(91MB), GSE226826_AvrRpm1_6h_peak.rds.gz(87MB), GSE226826_AvrRpm1_9h_peak.rds.gz(185MB), GSE226826_AvrRpt2_24h_peak.rds.gz(42MB), GSE226826_AvrRpt2_4h_peak.rds.gz(92MB), GSE226826_AvrRpt2_6h_peak.rds.gz(73MB), GSE226826_AvrRpt2_9h_peak.rds.gz(61MB), GSE226826_combined_filtered.rds.gz(5.2GB), GSE226826_DC3000_24h_peak.rds.gz(92MB), GSE226826_DC3000_4h_peak.rds.gz(113MB), GSE226826_DC3000_6h_peak.rds.gz(158MB), GSE226826_DC3000_9h_peak.rds.gz(116MB), GSE226826_gt3aKO_snRNA.rds.gz(2.7GB), GSE226826_mock_peak.rds.gz(156MB)|immunology,infectious_disease,gut_intestine,plant_biology,microbiology,gene_regulation|Time-resolved single-cell and spatial gene regulatory atlas of plants under pathogen attack|leaf intercellular space nutrient-rich heterogeneous niche microbes critical impact health individual cells respond microbial colonization largely elusive simultaneous transcriptome epigenome|multiomics
GSE226809|spatial|Mus musculus|72|GSE226809_RAW.tar(274MB)|neuroscience|A spatially-resolved transcriptional atlas of the murine dorsal pons at single-cell resolution|pontine tegmentum dPnTg part brainstem complex densely packed region whose nuclei regulating many vital Notable among them parabrachial nucleus Kölliker Fuse Barrington locus coeruleus laterodorsal|
GSE224411|spatial|Homo sapiens|4|GSE224411_RAW.tar(657MB)|cancer,immunology,signal_transduction|Uncovering the spatial landscape of molecular interactions within the tumor microenvironment through latent spaces|Recent advances transcriptomics enable gene expression measurements tissue sample while retaining context technology enables unprecedented situ resolution regulatory pathways underlie heterogeneity|
GSE212903|spatial|Mus musculus|6|GSE212903_RAW.tar(1.3GB), GSE212903_spatial.tar.gz(60MB)|neuroscience,aging,cell_stress|Spatial transcriptomics of the mouse brain across three age groups|Aging key driver cognitive decline predominant risk factor several neurodegenerative diseases Recent behavioral structural functional MRI impact uniform manner follows region age-specific|
GSE229635|spatial|Electrophorus voltai|3|GSE229635_RAW.tar(83MB)|skeletal_muscle|Spatial transcriptome of muscle sample from the main electric organ of electric eel|investigate distribution abundance electrocytes three 10-μm-thick sections sequenced gene expression profiling obtained RNA-seq|
GSE208653|spatial|Homo sapiens|9|GSE208653_RAW.tar(614MB)|cancer,infectious_disease|Spatiotemporally Deciphering the Unknown Role of Persistent HPV Infection in Precancer to Cervical Cancer Progression: Integrating Single-Cell RNA-Sequencing Landscape and Spatial Transcriptomics Atlas [scRNA-seq]|carcinogenesis mediated elusive pioneeringly deciphered transition distribution cellular subsets disease normal cervix lesions three HPV-related epithelial clusters unique HSIL discovered node genes|
GSE228497|spatial|Homo sapiens|93|GSE228497_avs_mat.txt.gz(1MB), GSE228497_RAW.tar(3MB)|cancer,neuroscience,drug_response|Re-convolving the compositional landscape of primary and recurrent glioblastoma reveals prognostic and targetable tissue states [plateseq]|aggressive diffusely infiltrating neoplasm spreads beyond surgical resection margins intermingles non-neoplastic brain cells complex microenvironment harbouring glioma origin tumor recurrence|
GSE243367|spatial|Homo sapiens|9|GSE243367_RAW.tar(221MB)|immunology,metabolism,infectious_disease,liver|Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss|HBV integrate chromosomes infected hepatocytes contributing production surface antigen hepatocarcinogenesis investigate intrahepatic cell heterogeneity distribution events different phases chronic|
GSE242058|spatial|Rattus norvegicus|8|GSE242058_Visium1_Repository_AdditionalFiles.zip(3.6GB)|cell_stress,rna_biology,signal_transduction,eye_vision|Spatial Transcriptomics Reveal Basal Sex Differences in Supraoptic Nucleus Gene Expression of Adult Rats Related to Cell Signaling and Ribosomal Pathways|spatially-resolved visualize profiles nucles male female Sprague-Dawley Visium 10x Genomics Briefly coronal sections 4x4 containing SON collected processed slides recommended protocols analyzed Space|
GSE221359|spatial|Mus musculus|8|GSE221359_RAW.tar(341MB)|cancer,immunology,metabolism,infectious_disease,drug_response,microbiology,liver|In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases [Visium]|poor response current pharmacological treatments immunotherapy describe lentiviral vector platform selectively macrophages Kupffer cells tumor-associated TAMs deliver type interferon IFN Gene-based|
GSE243981|spatial|Homo sapiens|53|GSE243981_RAW.tar(17.1GB)|immunology,metabolism,liver|Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver|SuperSeries composed SubSeries listed|
GSE243875|spatial|Homo sapiens|122|GSE243875_matrices1-3.xlsx(13MB), GSE243875_RAW.tar(6MB)|fibrosis_wound,skeletal_muscle,hematopoiesis,plant_biology|Spatial RNA sequencing analysis confirm ACTC1+ myofibers support a transplanted SMPC pool|transcriptomics three different experiments describe identify regenerating supportive cell type SMPCs correspond Figures 6-7 Extended 8-10 Hicks Human Skeletal Muscle Forms Emerging Niche Vivo PAX7|
GSE223751|spatial|Mus musculus|7|GSE223751_RAW.tar(408MB)|development,skeletal_muscle|Single-cell RNA sequencing reveals cellular and molecular heterogeneity in fibrocartilaginous enthesis formation|attachment site rotator cuff classic junction bone tendon typical characteristics fibrocartilage transition zone development historically studied lineage tracing individual genes selected priori|
GSE215994|spatial|Homo sapiens|2|GSE215994_RAW.tar(772MB)|plant_biology|Spatial transcriptomics on human dorsal root ganglion (DRG)|Visium Gene Expression 10X genomics protocol sections tissue elucidate organization|
GSE234725|spatial|Mus musculus|3|GSE234725_Differential_expression_analysis_tablehumnan.csv.gz(2MB), GSE234725_Differential_expression_analysis_tablemouse.csv.gz(1MB), GSE234725_normalized_counts_human.csv.gz(857KB), GSE234725_normalized_counts_mouse.csv.gz(852KB), GSE234725_raw_counts_human.csv.gz(543KB), GSE234725_raw_counts_mouse.csv.gz(475KB), GSE234725_rlog_transformed_counts_human.csv.gz(1MB), GSE234725_rlog_transformed_counts_mouse.csv.gz(1MB), GSE234725_Significant-DEGshumnan.csv.gz(417KB), GSE234725_Significant-DEGsmouse.csv.gz(461KB), GSE234725_TPM_valueshumnan.csv.gz(934KB), GSE234725_TPM_valuesmouse.csv.gz(782KB)|cancer,development,cardiovascular,metabolism,epigenetics,hematopoiesis,gene_regulation,signal_transduction|Helicase-like transcription factor (HLTF)-deleted CDX/TME model of colorectal cancer increased transcription of oxidative phosphorylation genes and diverted glycolysis to boost S-glutathionylation in intravascular metastatic niches [RNA-Seq]|tumor suppressor expressed cells microenvironment early stage CRC disease progression epigenetic silencing primary tumors coincides negligible expression Cell line-derived xenograft models developed|
