# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE172957|atac_seq|Homo sapiens|2|GSE172957_ENCFF125EMQ_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172957_ENCFF143DKK_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172957_ENCFF195KZB_signal_p-value_GRCh38.bigWig(186MB), GSE172957_ENCFF205MPP_replicated_peaks_GRCh38.bed.gz(2MB), GSE172957_ENCFF464LMM_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE172957_ENCFF763PRE_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE172957_ENCFF802NPX_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172957_ENCFF836KCB_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(912KB), GSE172957_ENCFF869XBZ_fold_change_over_control_GRCh38.bigWig(147MB), GSE172957_ENCFF875VGA_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172957_ENCFF928LMA_replicated_peaks_GRCh38.bigBed(6MB), GSE172957_ENCFF989SWN_IDR_thresholded_peaks_GRCh38.bed.gz(924KB), GSE172957_RAW.tar(334MB)|epigenetics|ATAC-seq from K562 (ENCSR197GOQ)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172954|atac_seq|Homo sapiens|1|GSE172954_RAW.tar(1.4GB)|epigenetics|ATAC-seq from HG02588 (ENCSR189VFC)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172952|atac_seq|Homo sapiens|1|GSE172952_RAW.tar(1.4GB)|epigenetics|ATAC-seq from HG02763 (ENCSR404OEO)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172950|atac_seq|Homo sapiens|2|GSE172950_ENCFF095QTA_signal_p-value_GRCh38.bigWig(717MB), GSE172950_ENCFF105SWF_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(1MB), GSE172950_ENCFF279KFR_IDR_thresholded_peaks_GRCh38.bigBed(4MB), GSE172950_ENCFF407VIW_IDR_ranked_peaks_GRCh38.bed.gz(7MB), GSE172950_ENCFF529BZQ_IDR_thresholded_peaks_GRCh38.bed.gz(1MB), GSE172950_ENCFF536JND_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172950_ENCFF665PQV_pseudoreplicated_peaks_GRCh38.bigBed(9MB), GSE172950_ENCFF874BUI_fold_change_over_control_GRCh38.bigWig(1015MB), GSE172950_ENCFF895SGA_IDR_ranked_peaks_GRCh38.bed.gz(7MB), GSE172950_ENCFF898RKA_replicated_peaks_GRCh38.bigBed(8MB), GSE172950_ENCFF930UCF_replicated_peaks_GRCh38.bed.gz(3MB), GSE172950_ENCFF958EYT_pseudoreplicated_peaks_GRCh38.bed.gz(4MB), GSE172950_RAW.tar(1.9GB)|neuroscience,epigenetics|ATAC-seq from excitatory neuron (ENCSR187VKR)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172949|atac_seq|Homo sapiens|1|GSE172949_RAW.tar(1.8GB)|epigenetics|ATAC-seq from HG03159 (ENCSR940YDN)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172946|atac_seq|Homo sapiens|2|GSE172946_ENCFF281CDX_IDR_thresholded_peaks_GRCh38.bigBed(1MB), GSE172946_ENCFF346TJO_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172946_ENCFF367NPM_IDR_thresholded_peaks_GRCh38.bed.gz(441KB), GSE172946_ENCFF429LOY_pseudoreplicated_peaks_GRCh38.bed.gz(1MB), GSE172946_ENCFF440MBV_conservative_IDR_thresholded_peaks_GRCh38.bigBed(1MB), GSE172946_ENCFF477WGG_fold_change_over_control_GRCh38.bigWig(293MB), GSE172946_ENCFF524BGH_replicated_peaks_GRCh38.bigBed(3MB), GSE172946_ENCFF584YEQ_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172946_ENCFF824KDT_signal_p-value_GRCh38.bigWig(232MB), GSE172946_ENCFF858TAY_pseudoreplicated_peaks_GRCh38.bigBed(3MB), GSE172946_ENCFF874VHN_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(432KB), GSE172946_ENCFF958AUT_replicated_peaks_GRCh38.bed.gz(1MB), GSE172946_RAW.tar(615MB)|epigenetics|ATAC-seq from K562 (ENCSR676UFY)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172945|atac_seq|Homo sapiens|1|GSE172945_RAW.tar(1.1GB)|epigenetics|ATAC-seq from HG02571 (ENCSR400ISH)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172944|atac_seq|Homo sapiens|10|GSE172944_ENCFF015BAL_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172944_ENCFF051ELV_signal_p-value_GRCh38.bigWig(1.3GB), GSE172944_ENCFF086NUJ_signal_p-value_GRCh38.bigWig(1.4GB), GSE172944_ENCFF113YOG_fold_change_over_control_GRCh38.bigWig(1.7GB), GSE172944_ENCFF200REB_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172944_ENCFF203SMY_IDR_ranked_peaks_GRCh38.bed.gz(12MB), GSE172944_ENCFF228WGM_IDR_ranked_peaks_GRCh38.bed.gz(11MB), GSE172944_ENCFF365HRO_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172944_ENCFF412ZKG_pseudoreplicated_peaks_GRCh38.bed.gz(5MB), GSE172944_ENCFF469WUW_signal_p-value_GRCh38.bigWig(2.1GB), GSE172944_ENCFF499YIR_replicated_peaks_GRCh38.bigBed(14MB), GSE172944_ENCFF518MUM_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172944_ENCFF572PSC_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172944_ENCFF655MRH_replicated_peaks_GRCh38.bed.gz(6MB), GSE172944_ENCFF670GHD_IDR_thresholded_peaks_GRCh38.bigBed(7MB), GSE172944_ENCFF694JKD_conservative_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172944_ENCFF731PYK_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172944_ENCFF733WFD_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172944_ENCFF745GEB_pseudoreplicated_peaks_GRCh38.bigBed(12MB), GSE172944_ENCFF759JIT_fold_change_over_control_GRCh38.bigWig(2.5GB), GSE172944_ENCFF797ZNH_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172944_ENCFF825HZK_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172944_ENCFF857FVP_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172944_ENCFF874MHV_fold_change_over_control_GRCh38.bigWig(1.5GB), GSE172944_ENCFF960OJK_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172944_ENCFF978LEB_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172944_RAW.tar(30KB)|development,epigenetics,skin|ATAC-seq from foreskin keratinocyte (ENCSR939WVU)|primary keratinocytes day differentiation usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172943|atac_seq|Homo sapiens|3|GSE172943_ENCFF034TCV_signal_p-value_GRCh38.bigWig(1.5GB), GSE172943_ENCFF144HUM_pseudoreplicated_peaks_GRCh38.bed.gz(7MB), GSE172943_ENCFF192UXJ_replicated_peaks_GRCh38.bed.gz(7MB), GSE172943_ENCFF195CXM_IDR_thresholded_peaks_GRCh38.bed.gz(5MB), GSE172943_ENCFF260JUH_IDR_ranked_peaks_GRCh38.bed.gz(15MB), GSE172943_ENCFF317TPO_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(5MB), GSE172943_ENCFF350ZOY_IDR_ranked_peaks_GRCh38.bed.gz(15MB), GSE172943_ENCFF361HQR_replicated_peaks_GRCh38.bigBed(13MB), GSE172943_ENCFF391MXD_replicated_peaks_GRCh38.bed.gz(7MB), GSE172943_ENCFF402ROM_IDR_ranked_peaks_GRCh38.bed.gz(15MB), GSE172943_ENCFF426TKS_conservative_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172943_ENCFF448BED_replicated_peaks_GRCh38.bed.gz(7MB), GSE172943_ENCFF532TTB_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172943_ENCFF533UCQ_IDR_thresholded_peaks_GRCh38.bigBed(10MB), GSE172943_ENCFF555EHM_IDR_ranked_peaks_GRCh38.bed.gz(15MB), GSE172943_ENCFF649PQC_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172943_ENCFF697ZSW_replicated_peaks_GRCh38.bigBed(13MB), GSE172943_ENCFF780LBV_IDR_thresholded_peaks_GRCh38.bed.gz(5MB), GSE172943_ENCFF911YZZ_replicated_peaks_GRCh38.bigBed(13MB), GSE172943_ENCFF938ZLY_fold_change_over_control_GRCh38.bigWig(4.4GB), GSE172943_ENCFF951ZLD_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172943_ENCFF964LKY_IDR_thresholded_peaks_GRCh38.bed.gz(5MB), GSE172943_RAW.tar(9.9GB)|epigenetics|ATAC-seq from SK-N-SH (ENCSR182EZJ)|human cell line treated usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172939|atac_seq|Homo sapiens|1|GSE172939_RAW.tar(1.1GB)|epigenetics|ATAC-seq from HG03025 (ENCSR673ZMQ)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172937|atac_seq|Homo sapiens|2|GSE172937_ENCFF019UAB_pseudoreplicated_peaks_GRCh38.bigBed(4MB), GSE172937_ENCFF060QNW_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172937_ENCFF090DLI_IDR_thresholded_peaks_GRCh38.bed.gz(453KB), GSE172937_ENCFF380OSF_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172937_ENCFF510FXO_signal_p-value_GRCh38.bigWig(69MB), GSE172937_ENCFF628DWA_fold_change_over_control_GRCh38.bigWig(64MB), GSE172937_ENCFF789LZT_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(530KB), GSE172937_ENCFF824NVT_replicated_peaks_GRCh38.bed.gz(2MB), GSE172937_ENCFF837EJL_replicated_peaks_GRCh38.bigBed(4MB), GSE172937_ENCFF872TPB_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE172937_ENCFF873OFT_IDR_thresholded_peaks_GRCh38.bigBed(1MB), GSE172937_ENCFF902THW_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172937_RAW.tar(150MB)|epigenetics|ATAC-seq from K562 (ENCSR390UVH)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172936|atac_seq|Homo sapiens|1|GSE172936_RAW.tar(4.7GB)|epigenetics,gut_intestine|ATAC-seq from transverse colon (ENCSR668VCT)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172935|atac_seq|Mus musculus|2|GSE172935_ENCFF055HYI_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172935_ENCFF154GXJ_pseudoreplicated_peaks_mm10.bed.gz(2MB), GSE172935_ENCFF203LPK_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172935_ENCFF357MTG_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172935_ENCFF363HQJ_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172935_ENCFF365OXE_fold_change_over_control_mm10.bigWig(1.1GB), GSE172935_ENCFF407FOM_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172935_ENCFF515IHW_replicated_peaks_mm10.bigBed(6MB), GSE172935_ENCFF551NLD_conservative_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172935_ENCFF563TRA_signal_p-value_mm10.bigWig(779MB), GSE172935_ENCFF838ZVF_replicated_peaks_mm10.bed.gz(2MB), GSE172935_ENCFF960SBH_pseudoreplicated_peaks_mm10.bigBed(6MB), GSE172935_RAW.tar(2.1GB)|development,epigenetics,kidney|ATAC-seq from kidney (ENCSR389CLN)|postnatal mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172934|atac_seq|Homo sapiens|1|GSE172934_RAW.tar(2.0GB)|epigenetics|ATAC-seq from GM21528 (ENCSR939EVW)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172933|atac_seq|Mus musculus|2|GSE172933_ENCFF143JEL_pseudoreplicated_peaks_mm10.bigBed(6MB), GSE172933_ENCFF171SJA_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172933_ENCFF365XPF_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172933_ENCFF530XXC_replicated_peaks_mm10.bigBed(6MB), GSE172933_ENCFF609KEH_replicated_peaks_mm10.bed.gz(2MB), GSE172933_ENCFF683YMX_IDR_ranked_peaks_mm10.bed.gz(6MB), GSE172933_ENCFF701EUN_signal_p-value_mm10.bigWig(728MB), GSE172933_ENCFF705GUI_conservative_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172933_ENCFF783ZSK_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172933_ENCFF789RHY_pseudoreplicated_peaks_mm10.bed.gz(3MB), GSE172933_ENCFF930QBP_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172933_ENCFF971CIX_fold_change_over_control_mm10.bigWig(1.0GB), GSE172933_RAW.tar(2.1GB)|development,epigenetics,lung_respiratory|ATAC-seq from lung (ENCSR668EIA)|embryonic e15 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172932|atac_seq|Homo sapiens|2|GSE172932_ENCFF003OST_replicated_peaks_GRCh38.bed.gz(3MB), GSE172932_ENCFF049JTL_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172932_ENCFF052VFT_signal_p-value_GRCh38.bigWig(156MB), GSE172932_ENCFF214WCP_replicated_peaks_GRCh38.bigBed(7MB), GSE172932_ENCFF290BNB_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172932_ENCFF538PVC_fold_change_over_control_GRCh38.bigWig(162MB), GSE172932_ENCFF546QHM_IDR_ranked_peaks_GRCh38.bed.gz(6MB), GSE172932_ENCFF564ZAP_pseudoreplicated_peaks_GRCh38.bigBed(7MB), GSE172932_ENCFF568DHV_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(1019KB), GSE172932_ENCFF701WXB_IDR_thresholded_peaks_GRCh38.bed.gz(1MB), GSE172932_ENCFF728VUF_IDR_ranked_peaks_GRCh38.bed.gz(6MB), GSE172932_ENCFF812SFF_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE172932_RAW.tar(372MB)|epigenetics|ATAC-seq from K562 (ENCSR935JVI)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172929|atac_seq|Homo sapiens|1|GSE172929_RAW.tar(4.6GB)|epigenetics,gut_intestine|ATAC-seq from transverse colon (ENCSR386HAZ)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172927|atac_seq|Homo sapiens|2|GSE172927_ENCFF014KLF_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(947KB), GSE172927_ENCFF107YLS_IDR_thresholded_peaks_GRCh38.bed.gz(1MB), GSE172927_ENCFF274UER_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE172927_ENCFF407WTK_fold_change_over_control_GRCh38.bigWig(395MB), GSE172927_ENCFF424BVX_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172927_ENCFF468FZE_replicated_peaks_GRCh38.bigBed(5MB), GSE172927_ENCFF625ASU_replicated_peaks_GRCh38.bed.gz(2MB), GSE172927_ENCFF699RFM_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE172927_ENCFF753IBN_signal_p-value_GRCh38.bigWig(278MB), GSE172927_ENCFF814BRH_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172927_ENCFF877LIS_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172927_ENCFF885HUP_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172927_RAW.tar(750MB)|epigenetics|ATAC-seq from K562 (ENCSR934FTO)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172926|atac_seq|Homo sapiens|2|GSE172926_ENCFF215XQJ_pseudoreplicated_peaks_GRCh38.bed.gz(1MB), GSE172926_ENCFF244AYZ_signal_p-value_GRCh38.bigWig(198MB), GSE172926_ENCFF271ZGG_replicated_peaks_GRCh38.bed.gz(1MB), GSE172926_ENCFF299PIJ_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172926_ENCFF345ZWX_pseudoreplicated_peaks_GRCh38.bigBed(2MB), GSE172926_ENCFF414GDD_fold_change_over_control_GRCh38.bigWig(166MB), GSE172926_ENCFF437QQL_IDR_thresholded_peaks_GRCh38.bed.gz(391KB), GSE172926_ENCFF488UTJ_IDR_thresholded_peaks_GRCh38.bigBed(1MB), GSE172926_ENCFF642NFX_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(371KB), GSE172926_ENCFF768TLT_conservative_IDR_thresholded_peaks_GRCh38.bigBed(1MB), GSE172926_ENCFF914ECF_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172926_ENCFF982NND_replicated_peaks_GRCh38.bigBed(2MB), GSE172926_RAW.tar(303MB)|epigenetics|ATAC-seq from K562 (ENCSR180IJO)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172925|atac_seq|Homo sapiens|1|GSE172925_RAW.tar(1.8GB)|epigenetics|ATAC-seq from HG02678 (ENCSR180HEL)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172918|atac_seq|Homo sapiens|2|GSE172918_ENCFF173LLC_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172918_ENCFF219VEM_replicated_peaks_GRCh38.bed.gz(2MB), GSE172918_ENCFF221EUB_signal_p-value_GRCh38.bigWig(144MB), GSE172918_ENCFF351NMS_pseudoreplicated_peaks_GRCh38.bigBed(5MB), GSE172918_ENCFF380SIJ_IDR_ranked_peaks_GRCh38.bed.gz(3MB), GSE172918_ENCFF511DFR_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172918_ENCFF586IMX_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE172918_ENCFF660IWM_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(543KB), GSE172918_ENCFF706FMW_fold_change_over_control_GRCh38.bigWig(163MB), GSE172918_ENCFF775EWD_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE172918_ENCFF939ZBD_replicated_peaks_GRCh38.bigBed(4MB), GSE172918_ENCFF991DKL_IDR_thresholded_peaks_GRCh38.bed.gz(718KB), GSE172918_RAW.tar(335MB)|epigenetics|ATAC-seq from K562 (ENCSR179IAC)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172917|atac_seq|Mus musculus|2|GSE172917_ENCFF053KUJ_IDR_ranked_peaks_mm10.bed.gz(6MB), GSE172917_ENCFF150ZKN_signal_p-value_mm10.bigWig(1.3GB), GSE172917_ENCFF187QZZ_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172917_ENCFF192OBL_conservative_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172917_ENCFF311LZK_fold_change_over_control_mm10.bigWig(1.3GB), GSE172917_ENCFF359TLQ_conservative_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172917_ENCFF368ARO_replicated_peaks_mm10.bed.gz(3MB), GSE172917_ENCFF748XVF_pseudoreplicated_peaks_mm10.bigBed(7MB), GSE172917_ENCFF864GTY_replicated_peaks_mm10.bigBed(6MB), GSE172917_ENCFF927PXL_pseudoreplicated_peaks_mm10.bed.gz(3MB), GSE172917_ENCFF931XKV_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172917_ENCFF943VUF_IDR_ranked_peaks_mm10.bed.gz(7MB), GSE172917_RAW.tar(2.7GB)|neuroscience,development,epigenetics|ATAC-seq from hindbrain (ENCSR662KNY)|embryonic e15 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172913|atac_seq|Homo sapiens|1|GSE172913_RAW.tar(2.0GB)|epigenetics|ATAC-seq from GM18498 (ENCSR924SDV)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172912|atac_seq|Mus musculus|2|GSE172912_ENCFF238CPL_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172912_ENCFF254PQN_fold_change_over_control_mm10.bigWig(1.3GB), GSE172912_ENCFF325SMR_replicated_peaks_mm10.bigBed(6MB), GSE172912_ENCFF438LCV_pseudoreplicated_peaks_mm10.bed.gz(3MB), GSE172912_ENCFF487DAT_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172912_ENCFF727BHV_replicated_peaks_mm10.bed.gz(3MB), GSE172912_ENCFF739UJS_conservative_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172912_ENCFF785ICE_signal_p-value_mm10.bigWig(769MB), GSE172912_ENCFF823IRU_IDR_ranked_peaks_mm10.bed.gz(7MB), GSE172912_ENCFF875HXI_conservative_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172912_ENCFF894TOH_pseudoreplicated_peaks_mm10.bigBed(7MB), GSE172912_ENCFF987KMF_IDR_ranked_peaks_mm10.bed.gz(7MB), GSE172912_RAW.tar(4.8GB)|neuroscience,development,epigenetics|ATAC-seq from hindbrain (ENCSR176BYZ)|embryonic e13 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172911|atac_seq|Mus musculus|2|GSE172911_ENCFF019TUF_pseudoreplicated_peaks_mm10.bigBed(5MB), GSE172911_ENCFF298BAQ_pseudoreplicated_peaks_mm10.bed.gz(2MB), GSE172911_ENCFF320DPN_signal_p-value_mm10.bigWig(858MB), GSE172911_ENCFF507HYG_conservative_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172911_ENCFF508OHJ_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172911_ENCFF657HWJ_IDR_ranked_peaks_mm10.bed.gz(4MB), GSE172911_ENCFF667GBX_fold_change_over_control_mm10.bigWig(1.3GB), GSE172911_ENCFF775JIF_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172911_ENCFF785ICN_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172911_ENCFF832IXX_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172911_ENCFF855ALD_replicated_peaks_mm10.bigBed(5MB), GSE172911_ENCFF870PSK_replicated_peaks_mm10.bed.gz(2MB), GSE172911_RAW.tar(2.7GB)|neuroscience,development,epigenetics|ATAC-seq from midbrain (ENCSR384JBF)|embryonic e14 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172910|atac_seq|Homo sapiens|11|GSE172910_ENCFF006FVI_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172910_ENCFF057XVO_replicated_peaks_GRCh38.bed.gz(6MB), GSE172910_ENCFF066DYF_signal_p-value_GRCh38.bigWig(947MB), GSE172910_ENCFF157EMV_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172910_ENCFF176IYE_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172910_ENCFF245BXW_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172910_ENCFF314UGP_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172910_ENCFF334UBH_IDR_thresholded_peaks_GRCh38.bigBed(7MB), GSE172910_ENCFF336CEZ_pseudoreplicated_peaks_GRCh38.bed.gz(5MB), GSE172910_ENCFF348ACI_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172910_ENCFF392MLJ_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172910_ENCFF405JLE_conservative_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172910_ENCFF475SGP_fold_change_over_control_GRCh38.bigWig(1.2GB), GSE172910_ENCFF494XZW_signal_p-value_GRCh38.bigWig(1.6GB), GSE172910_ENCFF495MPQ_pseudoreplicated_peaks_GRCh38.bigBed(13MB), GSE172910_ENCFF523WJI_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172910_ENCFF551QRB_IDR_ranked_peaks_GRCh38.bed.gz(12MB), GSE172910_ENCFF598JYR_signal_p-value_GRCh38.bigWig(895MB), GSE172910_ENCFF693IOI_IDR_ranked_peaks_GRCh38.bed.gz(11MB), GSE172910_ENCFF713KOF_pseudoreplicated_peaks_GRCh38.bigBed(13MB), GSE172910_ENCFF774DXD_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172910_ENCFF803YOQ_replicated_peaks_GRCh38.bigBed(14MB), GSE172910_ENCFF893FVN_fold_change_over_control_GRCh38.bigWig(1.4GB), GSE172910_ENCFF906ASK_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172910_ENCFF925OLH_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172910_ENCFF968DIW_fold_change_over_control_GRCh38.bigWig(2.2GB), GSE172910_RAW.tar(30KB)|development,epigenetics,skin|ATAC-seq from foreskin keratinocyte (ENCSR923WGJ)|primary keratinocytes day differentiation usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
