# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE157985|single-nucleus|Mus musculus|8|GSE157985_RAW.tar(329MB)|immunology,neuroscience,metabolism,infectious_disease,crispr_gene_editing,cell_stress,signal_transduction|GSAP regulates mitochondrial function through Mitochondria-associated ER membrane in the pathogenesis of Alzheimer’s disease|Gamma-secretase activating protein plays important regulating activity specificity contributes Down syndrome expressed variety cell types bain elucidate molecular across different brain single nuclei|
GSE155114|single-nucleus|Homo sapiens|8|GSE155114_RAW.tar(149MB), GSE155114_README.txt(4KB)|neuroscience|Altered oligodendroglia and astroglia in chronic traumatic encephalopathy|CTE progressive tauopathy contact sport athletes military veterans others exposed repetitive head injury Brain white matter atrophy axonal loss reported characterized molecular cellular level present|
GSE174691|single-nucleus|Homo sapiens|9|GSE174691_RAW.tar(620MB)|cardiovascular,fibrosis_wound,skeletal_muscle,signal_transduction|Altered Intercellular Communication and Extracellular Matrix Signaling as a Disease Mechanism in Human Hypertrophic Cardiomyopathy|understand interplay cardiomyocyte nonmyocyte types single nuclei RNA-sequencing myectomy specimens HCM patients|
GSE172204|single-nucleus|Mus musculus|10|GSE172204_barcodes.tsv.gz(193KB), GSE172204_features.tsv.gz(79KB), GSE172204_matrix.mtx.gz(364MB), GSE172204_metadata.csv.gz(318KB)|neuroscience|Single nucleus RNA-seq atlas of mouse ventromedial hypothalamus|uncover cellular architecture VMH snRNA-seq wild-type mice|
GSE172203|single-nucleus|Macaca mulatta|2|GSE172203_barcodes.tsv.gz(70KB), GSE172203_features.tsv.gz(165KB), GSE172203_matrix.mtx.gz(166MB), GSE172203_metadata.csv.gz(110KB)|neuroscience|Single nucleus RNA-seq atlas of macaque ventromedial and dorsomedial hypothalamus|uncover cellular architecture VMH DMH snRNA-seq Rhesus|
GSE136086|single-nucleus|Taeniopygia guttata|2|GSE136086_counttable_combined_NewGenome.txt.gz(59MB), GSE136086_counttable_scrambled_NewGenome.txt.gz(30MB)|neuroscience|Functional Identification of Specialized Basal Ganglia Circuits that Regulate Vocal Motor Sequences|Production learned vocalizations requires precise selection accurate sequencing appropriate vocal-motor actions essential cellular specializations governing unknown use single-nucleus RNA genetic|
GSE174367|single-nucleus|Homo sapiens|230|GSE174367_bulkRNA_processed.rda.gz(12MB), GSE174367_snATAC-seq_cell_meta.csv.gz(1MB), GSE174367_snATAC-seq_filtered_peak_bc_matrix.h5(344MB), GSE174367_snRNA-seq_cell_meta.csv.gz(425KB), GSE174367_snRNA-seq_filtered_feature_bc_matrix.h5(261MB)|immunology,neuroscience,epigenetics,cell_stress,liver|Single-nucleus chromatin accessibility and transcriptomic characterization of Alzheimer’s Disease|gene-regulatory landscape brain highly dynamic health coordinating menagerie biological processes across distinct cell-types present multi-omic 191 890 nuclei late-stage accessible intuitive web|
GSE168737|single-nucleus|Mus musculus|4|GSE168737_RAW.tar(62MB)|neuroscience,signal_transduction|A survey of the mouse hindbrain in the fed and fasted state using single-nucleus RNA sequencing.|Objective area postrema tractus solitaris NTS located key nuclei sense integrate peripheral nutritional signals consequently regulate feeding behaviour While cell transcriptomics mice reveal gene|
GSE160189|single-nucleus|Homo sapiens|10|GSE160189_Hippo_Counts.csv.gz(164MB)|neuroscience,signal_transduction|Resolving cellular and molecular diversity along the hippocampal anterior-to-posterior axis in humans|hippocampus supports many facets cognition learning memory emotional processing Anatomically runs longitudinal posterior-to-anterior primates corresponding dorsal-to-ventral rodents structure|
GSE167942|single-nucleus|Mus musculus|1|GSE167942_BrainTrauma_scRNAseq_092120.yaml.txt.gz(212B), GSE167942_HD1A.counts.tsv.gz(3MB), GSE167942_HD1B.counts.tsv.gz(2MB), GSE167942_HD2A.counts.tsv.gz(3MB), GSE167942_HD2B.counts.tsv.gz(3MB), GSE167942_HD3A.counts.tsv.gz(3MB), GSE167942_HD3B.counts.tsv.gz(2MB), GSE167942_readme.txt(2KB), GSE167942_S1A.counts.tsv.gz(3MB), GSE167942_S1B.counts.tsv.gz(3MB), GSE167942_S2A.counts.tsv.gz(6MB), GSE167942_S2B.counts.tsv.gz(3MB), GSE167942_S3A.counts.tsv.gz(3MB), GSE167942_S3B.counts.tsv.gz(2MB)|immunology,neuroscience,cell_stress,rna_biology|Repetitive mild closed head injury in adolescent mice is associated with impaired proteostasis, neuroinflammation, and tauopathy|traumatic brain mTBI children adolescents leads acute chronic neurological sequelae linked epidemiological later life neurodegenerative disease biological connecting early neurodegeneration unknown|
GSE163630|single-nucleus|Mus musculus|4|GSE163630_Seurat_count_matrix.csv.gz(15MB), GSE163630_Seurat_metadata.csv.gz(365KB)|development,cardiovascular,fibrosis_wound,skeletal_muscle,drug_response,cell_stress|Nrf1 promotes heart regeneration and repair by regulating proteostasis and redox balance [scRNA-Seq]|disease caused ischemic coronary artery injury hypertension chemotherapy lead loss dysfunction cardiac muscle adult mammalian lacks ability regenerate contrast neonatal mice within first week birth|
GSE163628|single-nucleus|Mus musculus|9|GSE163628_LacZ.vs.Nrf1.res.csv.gz(576KB), GSE163628_LacZ.vs.Nrf2.res.csv.gz(586KB), GSE163628_Nrf1.vs.Nrf2.res.csv.gz(861KB)|development,cardiovascular,fibrosis_wound,skeletal_muscle,drug_response,cell_stress|Nrf1 promotes heart regeneration and repair by regulating proteostasis and redox balance [bulkRNA-Seq]|disease caused ischemic coronary artery injury hypertension chemotherapy lead loss dysfunction cardiac muscle adult mammalian lacks ability regenerate contrast neonatal mice within first week birth|
GSE160581|single-nucleus|Mus musculus|4|GSE160581_hcrtcorecells.RData.gz(52MB)|neuroscience,aging|Hyperexcitable arousal circuits cause sleep instability during aging|10X single nucleus RNAseq hyprcretin neurons lateral hypothalamus young aged mice|
GSE171524|single-nucleus|Homo sapiens|27|GSE171524_lung_metaData.txt.gz(1MB), GSE171524_processed_data.csv.gz(1.6GB), GSE171524_RAW.tar(162MB)|infectious_disease,lung_respiratory|Columbia University/NYP COVID-19 Lung Atlas|profiled 116 314 cells snRNA-seq frozen lungs obtained decedents seven control patients short postmortem interval PMI autopsies cohort comprises female male Hispanic ethnicity age range years|
GSE172382|single-nucleus|Mus musculus|2|GSE172382_barcodes.tsv.gz(73KB), GSE172382_genes.tsv.gz(243KB), GSE172382_matrix.mtx.gz(127MB), GSE172382_zhanrui0908_1_.xlsx(10KB), GSE172382_zhanrui0908.xlsx(9KB), GSE172382_zhanrui20200904.xlsx(12KB), GSE172382_zhanrui20200908.xlsx(11KB)|neuroscience,cardiovascular,aging|Cx43 in Cdh5+ cells maintains blood-brain barrier integrity by NAD+ during aging|BBB deteriorates contributing cognitive impairment neurodegeneration drives leakage prevented single-nucleus transcriptomics decreased connexin expression Cadherin-5 cerebral vascular naturally mice|
GSE167497|single-nucleus|Mus musculus|34|GSE167497_barcode_summary_h5.h5(608MB), GSE167497_filtered_gene_bc_matrices_h5.h5(12MB), GSE167497_raw_gene_bc_matrices_h5.h5(24MB), GSE167497_RAW.tar(809MB)|immunology,neuroscience,cell_stress|Neuronal ApoE Upregulates MHC-I Expression to Drive Selective Neurodegeneration in Alzheimer’s Disease|critical causal factor lead neurons perish while others resilient unknown sought potential drivers vulnerability single-nucleus RNA sequencing discovered level substantial driver variability|
GSE164507|single-nucleus|Mus musculus|6|GSE164507_RAW.tar(437MB)|neuroscience,signal_transduction|SnRNA-seq analysis of hippocampus in TAFE3 and TAFE4 mice|apolipoprotein APOE gene strongest genetic risk factor Alzheimer disease addition effects amyloid markedly influences pathological forms tau tau-mediated neurodegeneration apoE4 having strong|
GSE157145|single-nucleus|Arabidopsis thaliana|1664|GSE157145_CPM_total_expression.txt.gz(23MB), GSE157145_norm_maternal_counts.txt.gz(2MB), GSE157145_norm_paternal_counts.txt.gz(1MB), GSE157145_RAW.tar(157MB)|development,epigenetics,reproduction,plant_biology|Transcriptional and imprinting complexity in Arabidopsis seeds at single-nucleus resolution|basis agriculture full remained unknown employ RNA-sequencing characterize developing thaliana focus endosperm site gene plants mediates relationship maternal parent embryo identify new cell types|
GSE166355|single-nucleus|Homo sapiens; Mus musculus|6|GSE166355_annotatedPVAT.Integrated.rds.gz(895MB), GSE166355_anotatedAdaorta.rds.gz(968MB), GSE166355_anotatedP3aorta.rds.gz(2.5GB), GSE166355_hPVAT.Integrated_annotated_merged.RDS.gz(634MB), GSE166355_hPVAT.Integrated_annotated.rds.gz(634MB), GSE166355_hPVAT.Integrated_raw.rds.gz(634MB), GSE166355_hPVAT.Subclustered_annotated.RDS.gz(448MB), GSE166355_hPVAT.Subclustered_raw.RDS.gz(448MB), GSE166355_rawAdaorta.rds.gz(968MB), GSE166355_rawP3aorta.rds.gz(2.5GB), GSE166355_rawPVAT.Integrated.rds.gz(895MB), GSE166355_RAW.tar(447MB)|immunology,development,cardiovascular,metabolism,drug_response|Defining the lineage of thermogenic perivascular adipose tissue [Thoracic PVAT]|Brown expend large amounts energy increasing amount activity promising therapeutic approach combat metabolic disease humans major deposits fat cells intimately blood vessels corresponding cellular|
GSE164527|single-nucleus|Mus musculus|12|GSE164527_PVATvIWAT_NormalizedCounts.csv.gz(2MB), GSE164527_PVATvIWAT_RawCounts.csv.gz(711KB), GSE164527_PVATvIWAT_RLD.csv.gz(3MB)|immunology,development,cardiovascular,metabolism,drug_response|Defining the lineage of thermogenic perivascular adipose tissue [PVAT v IWAT]|Brown expend large amounts energy increasing amount activity promising therapeutic approach combat metabolic disease humans major deposits fat cells intimately blood vessels corresponding cellular|
GSE164526|single-nucleus|Mus musculus|12|GSE164526_PVAT_PupNormalizedCounts.csv.gz(2MB), GSE164526_PVAT_PupRawCounts.csv.gz(767KB), GSE164526_PVAT_PupRLD.csv.gz(3MB)|immunology,development,cardiovascular,metabolism,drug_response|Defining the lineage of thermogenic perivascular adipose tissue [Pup Aorta]|Brown expend large amounts energy increasing amount activity promising therapeutic approach combat metabolic disease humans major deposits fat cells intimately blood vessels corresponding PVAT|
GSE164525|single-nucleus|Mus musculus|12|GSE164525_PVAT_Adult_NormalizedCounts.csv.gz(2MB), GSE164525_PVAT_Adult_RawCounts.csv.gz(723KB), GSE164525_PVAT_Adult_RLD.csv.gz(2MB)|immunology,development,cardiovascular,metabolism,drug_response|Defining the lineage of thermogenic perivascular adipose tissue [Adult Aorta]|Brown expend large amounts energy increasing amount activity promising therapeutic approach combat metabolic disease humans major deposits fat cells intimately blood vessels corresponding PVAT|
GSE180138|single-nucleus|Mus musculus|64|GSE180138_RNASET2HippocampusControl5000nucleiSakib_processed_data_files.tar.gz(31MB), GSE180138_RNASET2HippocampusKO5000nucleiSakib_processed_data_files.tar.gz(20MB), GSE180138_RNASET2PutamenControl5000nucleiSakib_processed_data_files.tar.gz(34MB), GSE180138_RNASET2PutamenKO5000nucleiSakib_processed_data_files.tar.gz(35MB)|immunology,neuroscience,infectious_disease|RNaseT2 deficient mice reveal the interferon-driven brain phenotype of congenital CMV infection and type I interferonopathies|Infantile-onset leukoencephalopathy characterised cystic lesions multifocal white matter alterations cerebral atrophy severe psychomotor impairment indistinguishable cytomegalovirus overlaps typeI|
GSE184385|single-nucleus|Mus musculus|4|GSE184385_RAW.tar(304MB), GSE184385_rnacountsmatrix_vglut2_allgenes.csv.gz(17MB)|neuroscience|A subpopulation of deep cerebellar nuclei glutamatergic neurons contributes to cerebellar control of satiation|profiled micro-dissected DCN 2-3 month old mice single-nucleus RNAseq cellular populations present region particular define molecular subtype identity isolated vGluT2-expressing transcriptomes graded|
GSE179541|single-nucleus|Mus musculus|4|GSE179541_RAW.tar(152MB), GSE179541_thal_allcells.rds.gz(2.1GB)|neuroscience,cell_cycle|Complement factor C1q mediates sleep spindle disruption and epileptic spikes after mild brain injury|While traumatic TBI acutely disrupts cortex most TBI-related disabilities reflect secondary injuries accrue over time thalamus likely site damage because reciprocal connections mouse model cortical|
GSE167981|single-nucleus|Rattus norvegicus|4|GSE167981_RAW.tar(950MB)|neuroscience|Single nuclei RNAseq of rat area postrema and nucleus tractus solitarius|single-nuclei Sprague Dawley brain samples identify cellular subtypes|
GSE182211|single-nucleus|Homo sapiens; Macaca nemestrina; Mus musculus; Macaca fascicularis|5552|GSE182211_human_LGN_2021_exon-matrix.csv.gz(13MB), GSE182211_human_LGN_2021_intron-matrix.csv.gz(14MB), GSE182211_human_LGN_2021_metadata.csv.gz(137KB), GSE182211_human_LGN_2021_readme.txt(3KB), GSE182211_macaque_LGN_2021_exon-matrix.csv.gz(19MB), GSE182211_macaque_LGN_2021_intron-matrix.csv.gz(24MB), GSE182211_macaque_LGN_2021_metadata.csv.gz(222KB), GSE182211_macaque_LGN_2021_readme.txt(3KB), GSE182211_mouse_LGN_2021_exon-matrix.csv.gz(31MB), GSE182211_mouse_LGN_2021_intron-matrix.csv.gz(17MB), GSE182211_mouse_LGN_2021_metadata.csv.gz(211KB), GSE182211_mouse_LGN_2021_readme.txt(3KB)|neuroscience,eye_vision|Single-cell and single-nucleus RNA-seq uncovers shared and distinct axes of variation in dorsal LGN neurons in mice, non-human primates, and humans|Abundant evidence supports presence least three types thalamocortical lateral geniculate dLGN thalamus brain region conveys visual information retina primary cortex Different macaques morphologies|
GSE183300|single-nucleus|Capra aegagrus; Manis javanica; Cervus nippon taiouanus; Columba livia; Felis catus; Oryctolagus cuniculus; Mesocricetus auratus; Anas platyrhynchos; Canis lupus familiaris; Anolis carolinensis; Panthera tigris altaica|29|GSE183300_RAW.tar(718MB)|infectious_disease,lung_respiratory,cell_stress|Single cell atlas for mammals, reptiles and birds|availability viral entry factors prerequisite cross-species transmission severe acute respiratory syndrome coronavirus SARS-CoV-2 Large-scale single-cell screening animal cells powerful tool reveal|
